produc_id,product_name,cat_id,netto,brutto,accessories
AIRCOR64216,SMART ECM 2500 P (3R - 60/40),176,3226.0,3967.98,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64220,SMART ECM 2500 P (2R - 80/60),176,3058.0,3761.34,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64224,SMART ECM 3000 A,176,3443.0,4234.89,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64228,SMART ECM 3000 E,176,4906.0,6034.38,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64232,SMART ECM 3000 P (3R - 60/40),176,4310.0,5301.3,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64236,SMART ECM 3000 P (2R - 80/60),176,4095.0,5036.85,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64080,SMART G 1000 A,177,1334.0,1640.82,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64084,SMART G 1000 E,177,2031.0,2498.13,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64088,SMART G 1000 P (3R - 60/40),177,1615.0,1986.45,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64092,SMART G 1000 P (2R - 80/60),177,1551.0,1907.73,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64096,SMART G 1500 A,177,1598.0,1965.54,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64100,SMART G 1500 E,177,2387.0,2936.01,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64104,SMART G 1500 P (3R - 60/40),177,1932.0,2376.36,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64108,SMART G 1500 P (2R - 80/60),177,1864.0,2292.72,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64112,SMART G 2000 A,177,2055.0,2527.65,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64116,SMART G 2000 E,177,3193.0,3927.39,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64120,SMART G 2000 P (3R - 60/40),177,2486.0,3057.78,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64124,SMART G 2000 P (2R - 80/60),177,2372.0,2917.56,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64128,SMART G 2500 A,177,2493.0,3066.39,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64132,SMART G 2500 E,177,3954.0,4863.42,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64136,SMART G 2500 P (3R - 60/40),177,3149.0,3873.27,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64140,SMART G 2500 P (2R - 80/60),177,2988.0,3675.24,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64144,SMART G 3000 A,177,3364.0,4137.72,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64148,SMART G 3000 E,177,4913.0,6042.99,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64152,SMART G 3000 P (3R - 60/40),177,4220.0,5190.6,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64156,SMART G 3000 P (2R - 80/60),177,3998.0,4917.54,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64000,SMART M 1000 A,178,1155.0,1420.65,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64004,SMART M 1000 E,178,1800.0,2214.0,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64008,SMART M 1000 P (3R - 60/40),178,1439.0,1769.97,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64012,SMART M 1000 P (2R - 80/60),178,1373.0,1688.79,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64016,SMART M 1500 A,178,1402.0,1724.46,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64020,SMART M 1500 E,178,2161.0,2658.03,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64024,SMART M 1500 P (3R - 60/40),178,1758.0,2162.34,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64028,SMART M 1500 P (2R - 80/60),178,1686.0,2073.78,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64032,SMART M 2000 A,178,1694.0,2083.62,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64036,SMART M 2000 E,178,2548.0,3134.04,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64040,SMART M 2000 P (3R - 60/40),178,2154.0,2649.42,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64044,SMART M 2000 P (2R - 80/60),178,2031.0,2498.13,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64048,SMART M 2500 A,178,2123.0,2611.29,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64052,SMART M 2500 E,178,3230.0,3972.9,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64056,SMART M 2500 P (3R - 60/40),178,2819.0,3467.37,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64060,SMART M 2500 P (2R - 80/60),178,2651.0,3260.73,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64064,SMART M 3000 A,178,2995.0,3683.85,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64068,SMART M 3000 E,178,4431.0,5450.13,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085"
AIRCOR64072,SMART M 3000 P (3R - 60/40),178,3868.0,4757.64,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR64076,SMART M 3000 P (2R - 80/60),178,3630.0,4464.9,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06085,AIRSEC06085,AIRCME36030,AIRCME36030"
AIRCOR60385,ZEN ECG 1000 A,180,1897.0,2333.31,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60390,ZEN ECG 1000 E,180,2550.0,3136.5,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60395,ZEN ECG 1000 P (3R - 60/40),180,2332.0,2868.36,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60400,ZEN ECG 1000 P (2R - 80/60),180,2176.0,2676.48,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60405,ZEN ECG 1500 A,180,2339.0,2876.97,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60410,ZEN ECG 1500 E,180,3107.0,3821.61,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60415,ZEN ECG 1500 P (3R - 60/40),180,2834.0,3485.82,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60420,ZEN ECG 1500 P (2R - 80/60),180,2656.0,3266.88,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60425,ZEN ECG 2000 A,180,3113.0,3828.99,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60430,ZEN ECG 2000 E,180,4174.0,5134.02,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60435,ZEN ECG 2000 P (3R - 60/40),180,3754.0,4617.42,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60440,ZEN ECG 2000 P (2R - 80/60),180,3490.0,4292.7,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60445,ZEN ECG 2500 A,180,3536.0,4349.28,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60450,ZEN ECG 2500 E,180,4898.0,6024.54,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60455,ZEN ECG 2500 P (3R - 60/40),180,4482.0,5512.86,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60460,ZEN ECG 2500 P (2R - 80/60),180,4092.0,5033.16,"AIRSEC99041,AIRSEC99041,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60305,ZEN G 1000 A,181,1668.0,2051.64,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60310,ZEN G 1000 E,181,2326.0,2860.98,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60315,ZEN G 1000 P (3R - 60/40),181,2110.0,2595.3,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60320,ZEN G 1000 P (2R - 80/60),181,1954.0,2403.42,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60325,ZEN G 1500 A,181,2029.0,2495.67,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60330,ZEN G 1500 E,181,2803.0,3447.69,"AIRCON12005,AIRCON12005,CAICCO18010,CAICCO18010,CAICCO18005,CAICCO18005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,TERCCO33600,TERCCO33600,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083"
AIRCOR60335,ZEN G 1500 P (3R - 60/40),181,2533.0,3115.59,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
AIRCOR60340,ZEN G 1500 P (2R - 80/60),181,2352.0,2892.96,"AIRSEC99040,AIRSEC99040,TERCCO33180,TERCCO33180,AIRCON12005,AIRCON12005,VERCCO33605,VERCCO33605,VARCCO99010,VARCCO99010,VARSIL09030,VARSIL09030,GRISEC06010,GRISEC06010,GRISEC06005,GRISEC06005,AIRSEC06120,AIRSEC06120,AIRSEC06083,AIRSEC06083,AIRCME36030,AIRCME36030"
